Text(1) | Tiempo: 36097 ms | TextId: So01.Do01.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do01 - 2017-06-29 | Section: Diagnosis 
Text(1412) | Tiempo: 17176 ms | TextId: So01.Do1282.V2017-06-29.Se04.T01 | No. Concepts: 4 | Doc: So01.Do1282 - 2017-06-29 | Section: Signs and symptoms 
Text(1413) | Tiempo: 6371 ms | TextId: So01.Do1282.V2017-06-29.Se04.T02 | No. Concepts: 4 | Doc: So01.Do1282 - 2017-06-29 | Section: Signs and symptoms 
Text(1414) | Tiempo: 6317 ms | TextId: So01.Do1282.V2017-06-29.Se04.T03 | No. Concepts: 3 | Doc: So01.Do1282 - 2017-06-29 | Section: Signs and symptoms 
Text(1415) | Tiempo: 15333 ms | TextId: So01.Do1284.V2017-06-29.Se01.T01 | No. Concepts: 6 | Doc: So01.Do1284 - 2017-06-29 | Section: Cause 
Text(1416) | Tiempo: 7228 ms | TextId: So01.Do1284.V2017-06-29.Se01.T02 | No. Concepts: 4 | Doc: So01.Do1284 - 2017-06-29 | Section: Cause 
Text(1417) | Tiempo: 36056 ms | TextId: So01.Do1284.V2017-06-29.Se02.T01 | No. Concepts: 10 | Doc: So01.Do1284 - 2017-06-29 | Section: Diagnosis 
Text(1418) | Tiempo: 3580 ms | TextId: So01.Do1287.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do1287 - 2017-06-29 | Section: Diagnosis 
Text(1419) | Tiempo: 8276 ms | TextId: So01.Do1290.V2017-06-29.Se01.T01 | No. Concepts: 4 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1420) | Tiempo: 477 ms | TextId: So01.Do1290.V2017-06-29.Se01.T02 | No. Concepts: 1 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1421) | Tiempo: 6011 ms | TextId: So01.Do1290.V2017-06-29.Se01.T03 | No. Concepts: 4 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1422) | Tiempo: 104 ms | TextId: So01.Do1290.V2017-06-29.Se01.T04 | No. Concepts: 1 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1423) | Tiempo: 2462 ms | TextId: So01.Do1290.V2017-06-29.Se01.T05 | No. Concepts: 2 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1424) | Tiempo: 5362 ms | TextId: So01.Do1290.V2017-06-29.Se01.T06 | No. Concepts: 3 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1425) | Tiempo: 14358 ms | TextId: So01.Do1290.V2017-06-29.Se01.T07 | No. Concepts: 5 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1426) | Tiempo: 21932 ms | TextId: So01.Do1290.V2017-06-29.Se01.T08 | No. Concepts: 6 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1427) | Tiempo: 18616 ms | TextId: So01.Do1290.V2017-06-29.Se01.T09 | No. Concepts: 6 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1428) | Tiempo: 3476 ms | TextId: So01.Do1290.V2017-06-29.Se01.T10 | No. Concepts: 2 | Doc: So01.Do1290 - 2017-06-29 | Section: Cause 
Text(1429) | Tiempo: 48044 ms | TextId: So01.Do1290.V2017-06-29.Se02.T01 | No. Concepts: 16 | Doc: So01.Do1290 - 2017-06-29 | Section: Diagnosis 
Text(1430) | Tiempo: 29886 ms | TextId: So01.Do1290.V2017-06-29.Se02.T02 | No. Concepts: 9 | Doc: So01.Do1290 - 2017-06-29 | Section: Diagnosis 
Text(1431) | Tiempo: 94202 ms | TextId: So01.Do1290.V2017-06-29.Se04.T01 | No. Concepts: 27 | Doc: So01.Do1290 - 2017-06-29 | Section: Signs and symptoms 
Text(1432) | Tiempo: 84009 ms | TextId: So01.Do1290.V2017-06-29.Se04.T02 | No. Concepts: 13 | Doc: So01.Do1290 - 2017-06-29 | Section: Signs and symptoms 
Text(1433) | Tiempo: 3417 ms | TextId: So01.Do1290.V2017-06-29.Se04.T03 | No. Concepts: 2 | Doc: So01.Do1290 - 2017-06-29 | Section: Signs and symptoms 
Text(1434) | Tiempo: 6072 ms | TextId: So01.Do1296.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1296 - 2017-06-29 | Section: Diagnosis 
Text(1435) | Tiempo: 6193 ms | TextId: So01.Do1297.V2017-06-29.Se01.T01 | No. Concepts: 3 | Doc: So01.Do1297 - 2017-06-29 | Section: Cause 
Text(1436) | Tiempo: 15826 ms | TextId: So01.Do1297.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do1297 - 2017-06-29 | Section: Diagnosis 
Text(1437) | Tiempo: 15091 ms | TextId: So01.Do1297.V2017-06-29.Se04.T01 | No. Concepts: 7 | Doc: So01.Do1297 - 2017-06-29 | Section: Signs and symptoms 
Text(1438) | Tiempo: 8893 ms | TextId: So01.Do1298.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1298 - 2017-06-29 | Section: Diagnosis 
Text(1439) | Tiempo: 67913 ms | TextId: So01.Do1298.V2017-06-29.Se04.T01 | No. Concepts: 16 | Doc: So01.Do1298 - 2017-06-29 | Section: Signs and symptoms 
Text(1440) | Tiempo: 8572 ms | TextId: So01.Do1299.V2017-06-29.Se02.T01 | No. Concepts: 2 | Doc: So01.Do1299 - 2017-06-29 | Section: Diagnosis 
Text(1441) | Tiempo: 12272 ms | TextId: So01.Do1299.V2017-06-29.Se02.T02 | No. Concepts: 7 | Doc: So01.Do1299 - 2017-06-29 | Section: Diagnosis 
Text(1442) | Tiempo: 9833 ms | TextId: So01.Do1299.V2017-06-29.Se02.T03 | No. Concepts: 4 | Doc: So01.Do1299 - 2017-06-29 | Section: Diagnosis 
Text(1443) | Tiempo: 10011 ms | TextId: So01.Do1299.V2017-06-29.Se02.T04 | No. Concepts: 4 | Doc: So01.Do1299 - 2017-06-29 | Section: Diagnosis 
Text(1444) | Tiempo: 32 ms | TextId: So01.Do1299.V2017-06-29.Se02.T05 | No. Concepts: 1 | Doc: So01.Do1299 - 2017-06-29 | Section: Diagnosis 
Text(1445) | Tiempo: 11152 ms | TextId: So01.Do1299.V2017-06-29.Se02.T06 | No. Concepts: 8 | Doc: So01.Do1299 - 2017-06-29 | Section: Diagnosis 
Text(1446) | Tiempo: 2609 ms | TextId: So01.Do1299.V2017-06-29.Se04.T01 | No. Concepts: 2 | Doc: So01.Do1299 - 2017-06-29 | Section: Signs and symptoms 
Text(1447) | Tiempo: 12041 ms | TextId: So01.Do1299.V2017-06-29.Se04.T02 | No. Concepts: 5 | Doc: So01.Do1299 - 2017-06-29 | Section: Signs and symptoms 
Text(1448) | Tiempo: 12581 ms | TextId: So01.Do13.V2017-06-29.Se01.T01 | No. Concepts: 5 | Doc: So01.Do13 - 2017-06-29 | Section: Cause 
Text(1449) | Tiempo: 55 ms | TextId: So01.Do13.V2017-06-29.Se01.T02 | No. Concepts: 1 | Doc: So01.Do13 - 2017-06-29 | Section: Cause 
Text(1450) | Tiempo: 8512 ms | TextId: So01.Do13.V2017-06-29.Se01.T03 | No. Concepts: 5 | Doc: So01.Do13 - 2017-06-29 | Section: Cause 
Text(1451) | Tiempo: 6679 ms | TextId: So01.Do13.V2017-06-29.Se01.T04 | No. Concepts: 2 | Doc: So01.Do13 - 2017-06-29 | Section: Cause 
Text(1452) | Tiempo: 20752 ms | TextId: So01.Do13.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do13 - 2017-06-29 | Section: Diagnosis 
Text(1453) | Tiempo: 74015 ms | TextId: So01.Do13.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do13 - 2017-06-29 | Section: Diagnosis 
Text(1454) | Tiempo: 63585 ms | TextId: So01.Do13.V2017-06-29.Se02.T03 | No. Concepts: 10 | Doc: So01.Do13 - 2017-06-29 | Section: Diagnosis 
Text(1455) | Tiempo: 64785 ms | TextId: So01.Do13.V2017-06-29.Se02.T04 | No. Concepts: 13 | Doc: So01.Do13 - 2017-06-29 | Section: Diagnosis 
Text(1456) | Tiempo: 28599 ms | TextId: So01.Do13.V2017-06-29.Se02.T05 | No. Concepts: 7 | Doc: So01.Do13 - 2017-06-29 | Section: Diagnosis 
Text(1457) | Tiempo: 53959 ms | TextId: So01.Do13.V2017-06-29.Se02.T06 | No. Concepts: 12 | Doc: So01.Do13 - 2017-06-29 | Section: Diagnosis 
Text(1458) | Tiempo: 21275 ms | TextId: So01.Do13.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do13 - 2017-06-29 | Section: Signs and symptoms 
Text(1459) | Tiempo: 102032 ms | TextId: So01.Do13.V2017-06-29.Se04.T02 | No. Concepts: 25 | Doc: So01.Do13 - 2017-06-29 | Section: Signs and symptoms 
Text(1460) | Tiempo: 4793 ms | TextId: So01.Do1301.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1301 - 2017-06-29 | Section: Diagnosis 
Text(1461) | Tiempo: 84 ms | TextId: So01.Do1301.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1301 - 2017-06-29 | Section: Diagnosis 
Text(1462) | Tiempo: 202 ms | TextId: So01.Do1301.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1301 - 2017-06-29 | Section: Diagnosis 
Text(1463) | Tiempo: 582 ms | TextId: So01.Do1303.V2017-06-29.Se01.T01 | No. Concepts: 1 | Doc: So01.Do1303 - 2017-06-29 | Section: Cause 
Text(1464) | Tiempo: 569 ms | TextId: So01.Do1303.V2017-06-29.Se01.T02 | No. Concepts: 1 | Doc: So01.Do1303 - 2017-06-29 | Section: Cause 
Text(1465) | Tiempo: 3722 ms | TextId: So01.Do1303.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1303 - 2017-06-29 | Section: Diagnosis 
Text(1466) | Tiempo: 15395 ms | TextId: So01.Do1303.V2017-06-29.Se02.T02 | No. Concepts: 6 | Doc: So01.Do1303 - 2017-06-29 | Section: Diagnosis 
Text(1467) | Tiempo: 307 ms | TextId: So01.Do1303.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1303 - 2017-06-29 | Section: Diagnosis 
Text(1468) | Tiempo: 26158 ms | TextId: So01.Do1303.V2017-06-29.Se04.T01 | No. Concepts: 8 | Doc: So01.Do1303 - 2017-06-29 | Section: Signs and symptoms 
Text(1469) | Tiempo: 15980 ms | TextId: So01.Do1304.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1304 - 2017-06-29 | Section: Diagnosis 
Text(1470) | Tiempo: 20554 ms | TextId: So01.Do1309.V2017-06-29.Se04.T01 | No. Concepts: 9 | Doc: So01.Do1309 - 2017-06-29 | Section: Signs and symptoms 
Text(1471) | Tiempo: 13197 ms | TextId: So01.Do1309.V2017-06-29.Se04.T02 | No. Concepts: 6 | Doc: So01.Do1309 - 2017-06-29 | Section: Signs and symptoms 
Text(1472) | Tiempo: 18988 ms | TextId: So01.Do1309.V2017-06-29.Se04.T03 | No. Concepts: 7 | Doc: So01.Do1309 - 2017-06-29 | Section: Signs and symptoms 
Text(1473) | Tiempo: 9753 ms | TextId: So01.Do1309.V2017-06-29.Se04.T04 | No. Concepts: 4 | Doc: So01.Do1309 - 2017-06-29 | Section: Signs and symptoms 
Text(1474) | Tiempo: 12609 ms | TextId: So01.Do131.V2017-06-29.Se01.T01 | No. Concepts: 4 | Doc: So01.Do131 - 2017-06-29 | Section: Cause 
Text(1475) | Tiempo: 7342 ms | TextId: So01.Do131.V2017-06-29.Se01.T02 | No. Concepts: 4 | Doc: So01.Do131 - 2017-06-29 | Section: Cause 
Text(1476) | Tiempo: 9107 ms | TextId: So01.Do131.V2017-06-29.Se01.T03 | No. Concepts: 3 | Doc: So01.Do131 - 2017-06-29 | Section: Cause 
Text(1477) | Tiempo: 86932 ms | TextId: So01.Do131.V2017-06-29.Se04.T01 | No. Concepts: 23 | Doc: So01.Do131 - 2017-06-29 | Section: Signs and symptoms 
Text(1478) | Tiempo: 19420 ms | TextId: So01.Do131.V2017-06-29.Se04.T02 | No. Concepts: 3 | Doc: So01.Do131 - 2017-06-29 | Section: Signs and symptoms 
Text(1479) | Tiempo: 13925 ms | TextId: So01.Do131.V2017-06-29.Se04.T03 | No. Concepts: 2 | Doc: So01.Do131 - 2017-06-29 | Section: Signs and symptoms 
Text(1480) | Tiempo: 50856 ms | TextId: So01.Do131.V2017-06-29.Se04.T04 | No. Concepts: 12 | Doc: So01.Do131 - 2017-06-29 | Section: Signs and symptoms 
Text(1481) | Tiempo: 29729 ms | TextId: So01.Do131.V2017-06-29.Se04.T05 | No. Concepts: 6 | Doc: So01.Do131 - 2017-06-29 | Section: Signs and symptoms 
Text(1482) | Tiempo: 46542 ms | TextId: So01.Do1312.V2017-06-29.Se02.T01 | No. Concepts: 10 | Doc: So01.Do1312 - 2017-06-29 | Section: Diagnosis 
Text(1483) | Tiempo: 109260 ms | TextId: So01.Do1312.V2017-06-29.Se02.T02 | No. Concepts: 23 | Doc: So01.Do1312 - 2017-06-29 | Section: Diagnosis 
Text(1484) | Tiempo: 20563 ms | TextId: So01.Do1312.V2017-06-29.Se02.T03 | No. Concepts: 5 | Doc: So01.Do1312 - 2017-06-29 | Section: Diagnosis 
Text(1485) | Tiempo: 25910 ms | TextId: So01.Do1312.V2017-06-29.Se02.T04 | No. Concepts: 5 | Doc: So01.Do1312 - 2017-06-29 | Section: Diagnosis 
Text(1486) | Tiempo: 31 ms | TextId: So01.Do1312.V2017-06-29.Se02.T05 | No. Concepts: 1 | Doc: So01.Do1312 - 2017-06-29 | Section: Diagnosis 
Text(1487) | Tiempo: 66196 ms | TextId: So01.Do1312.V2017-06-29.Se02.T06 | No. Concepts: 13 | Doc: So01.Do1312 - 2017-06-29 | Section: Diagnosis 
Text(1488) | Tiempo: 85380 ms | TextId: So01.Do1312.V2017-06-29.Se04.T01 | No. Concepts: 21 | Doc: So01.Do1312 - 2017-06-29 | Section: Signs and symptoms 
Text(1489) | Tiempo: 37 ms | TextId: So01.Do1319.V2017-06-29.Se02.T01 | No. Concepts: 1 | Doc: So01.Do1319 - 2017-06-29 | Section: Diagnosis 
Text(1490) | Tiempo: 10513 ms | TextId: So01.Do1319.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1319 - 2017-06-29 | Section: Diagnosis 
Text(1491) | Tiempo: 23427 ms | TextId: So01.Do1319.V2017-06-29.Se02.T03 | No. Concepts: 6 | Doc: So01.Do1319 - 2017-06-29 | Section: Diagnosis 
Text(1492) | Tiempo: 75080 ms | TextId: So01.Do1319.V2017-06-29.Se04.T01 | No. Concepts: 16 | Doc: So01.Do1319 - 2017-06-29 | Section: Signs and symptoms 
Text(1493) | Tiempo: 25888 ms | TextId: So01.Do1321.V2017-06-29.Se02.T01 | No. Concepts: 8 | Doc: So01.Do1321 - 2017-06-29 | Section: Diagnosis 
Text(1494) | Tiempo: 26444 ms | TextId: So01.Do1324.V2017-06-29.Se04.T01 | No. Concepts: 6 | Doc: So01.Do1324 - 2017-06-29 | Section: Signs and symptoms 
Text(1495) | Tiempo: 8040 ms | TextId: So01.Do133.V2017-06-29.Se01.T01 | No. Concepts: 2 | Doc: So01.Do133 - 2017-06-29 | Section: Cause 
Text(1496) | Tiempo: 26057 ms | TextId: So01.Do133.V2017-06-29.Se04.T01 | No. Concepts: 9 | Doc: So01.Do133 - 2017-06-29 | Section: Signs and symptoms 
Text(1497) | Tiempo: 44 ms | TextId: So01.Do133.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do133 - 2017-06-29 | Section: Signs and symptoms 
Text(1498) | Tiempo: 53552 ms | TextId: So01.Do133.V2017-06-29.Se04.T03 | No. Concepts: 17 | Doc: So01.Do133 - 2017-06-29 | Section: Signs and symptoms 
Text(1499) | Tiempo: 28 ms | TextId: So01.Do133.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do133 - 2017-06-29 | Section: Signs and symptoms 
Text(1500) | Tiempo: 92795 ms | TextId: So01.Do133.V2017-06-29.Se04.T05 | No. Concepts: 21 | Doc: So01.Do133 - 2017-06-29 | Section: Signs and symptoms 
Text(1501) | Tiempo: 28108 ms | TextId: So01.Do1332.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1332 - 2017-06-29 | Section: Diagnosis 
Text(1502) | Tiempo: 8818 ms | TextId: So01.Do1332.V2017-06-29.Se04.T01 | No. Concepts: 5 | Doc: So01.Do1332 - 2017-06-29 | Section: Signs and symptoms 
Text(1503) | Tiempo: 14045 ms | TextId: So01.Do1332.V2017-06-29.Se04.T02 | No. Concepts: 7 | Doc: So01.Do1332 - 2017-06-29 | Section: Signs and symptoms 
Text(1504) | Tiempo: 2676 ms | TextId: So01.Do1332.V2017-06-29.Se04.T03 | No. Concepts: 2 | Doc: So01.Do1332 - 2017-06-29 | Section: Signs and symptoms 
Text(1505) | Tiempo: 6024 ms | TextId: So01.Do1334.V2017-06-29.Se01.T01 | No. Concepts: 3 | Doc: So01.Do1334 - 2017-06-29 | Section: Cause 
Text(1506) | Tiempo: 29641 ms | TextId: So01.Do1334.V2017-06-29.Se02.T01 | No. Concepts: 11 | Doc: So01.Do1334 - 2017-06-29 | Section: Diagnosis 
Text(1507) | Tiempo: 61 ms | TextId: So01.Do1334.V2017-06-29.Se02.T02 | No. Concepts: 1 | Doc: So01.Do1334 - 2017-06-29 | Section: Diagnosis 
Text(1508) | Tiempo: 80 ms | TextId: So01.Do1334.V2017-06-29.Se02.T03 | No. Concepts: 1 | Doc: So01.Do1334 - 2017-06-29 | Section: Diagnosis 
Text(1509) | Tiempo: 18340 ms | TextId: So01.Do1334.V2017-06-29.Se02.T04 | No. Concepts: 8 | Doc: So01.Do1334 - 2017-06-29 | Section: Diagnosis 
Text(1510) | Tiempo: 7077 ms | TextId: So01.Do1336.V2017-06-29.Se02.T01 | No. Concepts: 5 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1511) | Tiempo: 28981 ms | TextId: So01.Do1336.V2017-06-29.Se02.T02 | No. Concepts: 10 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1512) | Tiempo: 79066 ms | TextId: So01.Do1336.V2017-06-29.Se02.T03 | No. Concepts: 18 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1513) | Tiempo: 34099 ms | TextId: So01.Do1336.V2017-06-29.Se02.T04 | No. Concepts: 12 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1514) | Tiempo: 5685 ms | TextId: So01.Do1336.V2017-06-29.Se02.T05 | No. Concepts: 3 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1515) | Tiempo: 41743 ms | TextId: So01.Do1336.V2017-06-29.Se02.T06 | No. Concepts: 10 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1516) | Tiempo: 19772 ms | TextId: So01.Do1336.V2017-06-29.Se02.T07 | No. Concepts: 4 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1517) | Tiempo: 10587 ms | TextId: So01.Do1336.V2017-06-29.Se02.T08 | No. Concepts: 4 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1518) | Tiempo: 2713 ms | TextId: So01.Do1336.V2017-06-29.Se02.T09 | No. Concepts: 2 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1519) | Tiempo: 7764 ms | TextId: So01.Do1336.V2017-06-29.Se02.T10 | No. Concepts: 2 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1520) | Tiempo: 371 ms | TextId: So01.Do1336.V2017-06-29.Se02.T11 | No. Concepts: 1 | Doc: So01.Do1336 - 2017-06-29 | Section: Diagnosis 
Text(1521) | Tiempo: 2224 ms | TextId: So01.Do1337.V2017-06-29.Se04.T01 | No. Concepts: 2 | Doc: So01.Do1337 - 2017-06-29 | Section: Signs and symptoms 
Text(1522) | Tiempo: 11717 ms | TextId: So01.Do1337.V2017-06-29.Se04.T02 | No. Concepts: 5 | Doc: So01.Do1337 - 2017-06-29 | Section: Signs and symptoms 
Text(1523) | Tiempo: 329 ms | TextId: So01.Do1337.V2017-06-29.Se04.T03 | No. Concepts: 1 | Doc: So01.Do1337 - 2017-06-29 | Section: Signs and symptoms 
Text(1524) | Tiempo: 18 ms | TextId: So01.Do1337.V2017-06-29.Se04.T04 | No. Concepts: 1 | Doc: So01.Do1337 - 2017-06-29 | Section: Signs and symptoms 
Text(1525) | Tiempo: 29819 ms | TextId: So01.Do1337.V2017-06-29.Se04.T05 | No. Concepts: 9 | Doc: So01.Do1337 - 2017-06-29 | Section: Signs and symptoms 
Text(1526) | Tiempo: 27184 ms | TextId: So01.Do1339.V2017-06-29.Se02.T01 | No. Concepts: 9 | Doc: So01.Do1339 - 2017-06-29 | Section: Diagnosis 
Text(1527) | Tiempo: 14083 ms | TextId: So01.Do1339.V2017-06-29.Se04.T01 | No. Concepts: 8 | Doc: So01.Do1339 - 2017-06-29 | Section: Signs and symptoms 
Text(1528) | Tiempo: 2283 ms | TextId: So01.Do1342.V2017-06-29.Se04.T01 | No. Concepts: 2 | Doc: So01.Do1342 - 2017-06-29 | Section: Signs and symptoms 
Text(1529) | Tiempo: 4876 ms | TextId: So01.Do1342.V2017-06-29.Se04.T02 | No. Concepts: 3 | Doc: So01.Do1342 - 2017-06-29 | Section: Signs and symptoms 
Text(1530) | Tiempo: 4190 ms | TextId: So01.Do1352.V2017-06-29.Se02.T01 | No. Concepts: 4 | Doc: So01.Do1352 - 2017-06-29 | Section: Diagnosis 
Text(1531) | Tiempo: 2623 ms | TextId: So01.Do1352.V2017-06-29.Se02.T02 | No. Concepts: 2 | Doc: So01.Do1352 - 2017-06-29 | Section: Diagnosis 
Text(1532) | Tiempo: 4455 ms | TextId: So01.Do1355.V2017-06-29.Se01.T01 | No. Concepts: 3 | Doc: So01.Do1355 - 2017-06-29 | Section: Cause 
Text(1533) | Tiempo: 4469 ms | TextId: So01.Do1355.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1355 - 2017-06-29 | Section: Diagnosis 
Text(1534) | Tiempo: 8083 ms | TextId: So01.Do1355.V2017-06-29.Se04.T01 | No. Concepts: 5 | Doc: So01.Do1355 - 2017-06-29 | Section: Signs and symptoms 
Text(1535) | Tiempo: 12185 ms | TextId: So01.Do1359.V2017-06-29.Se02.T01 | No. Concepts: 7 | Doc: So01.Do1359 - 2017-06-29 | Section: Diagnosis 
Text(1536) | Tiempo: 15 ms | TextId: So01.Do1366.V2017-06-29.Se01.T01 | No. Concepts: 1 | Doc: So01.Do1366 - 2017-06-29 | Section: Cause 
Text(1537) | Tiempo: 4427 ms | TextId: So01.Do1366.V2017-06-29.Se01.T02 | No. Concepts: 3 | Doc: So01.Do1366 - 2017-06-29 | Section: Cause 
Text(1538) | Tiempo: 5439 ms | TextId: So01.Do1366.V2017-06-29.Se01.T03 | No. Concepts: 2 | Doc: So01.Do1366 - 2017-06-29 | Section: Cause 
Text(1539) | Tiempo: 10898 ms | TextId: So01.Do1366.V2017-06-29.Se01.T04 | No. Concepts: 5 | Doc: So01.Do1366 - 2017-06-29 | Section: Cause 
Text(1540) | Tiempo: 702 ms | TextId: So01.Do1366.V2017-06-29.Se01.T05 | No. Concepts: 1 | Doc: So01.Do1366 - 2017-06-29 | Section: Cause 
Text(1541) | Tiempo: 27 ms | TextId: So01.Do1366.V2017-06-29.Se01.T06 | No. Concepts: 1 | Doc: So01.Do1366 - 2017-06-29 | Section: Cause 
Text(1542) | Tiempo: 255 ms | TextId: So01.Do1366.V2017-06-29.Se01.T07 | No. Concepts: 1 | Doc: So01.Do1366 - 2017-06-29 | Section: Cause 
Text(1543) | Tiempo: 4114 ms | TextId: So01.Do1366.V2017-06-29.Se02.T01 | No. Concepts: 3 | Doc: So01.Do1366 - 2017-06-29 | Section: Diagnosis 
Text(1544) | Tiempo: 19624 ms | TextId: So01.Do1366.V2017-06-29.Se02.T02 | No. Concepts: 10 | Doc: So01.Do1366 - 2017-06-29 | Section: Diagnosis 
Text(1545) | Tiempo: 10648 ms | TextId: So01.Do1366.V2017-06-29.Se04.T01 | No. Concepts: 7 | Doc: So01.Do1366 - 2017-06-29 | Section: Signs and symptoms 
Text(1546) | Tiempo: 26 ms | TextId: So01.Do1366.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do1366 - 2017-06-29 | Section: Signs and symptoms 
Text(1547) | Tiempo: 14367 ms | TextId: So01.Do1366.V2017-06-29.Se04.T03 | No. Concepts: 7 | Doc: So01.Do1366 - 2017-06-29 | Section: Signs and symptoms 
Text(1548) | Tiempo: 3677 ms | TextId: So01.Do1366.V2017-06-29.Se04.T04 | No. Concepts: 2 | Doc: So01.Do1366 - 2017-06-29 | Section: Signs and symptoms 
Text(1549) | Tiempo: 25 ms | TextId: So01.Do1366.V2017-06-29.Se04.T05 | No. Concepts: 1 | Doc: So01.Do1366 - 2017-06-29 | Section: Signs and symptoms 
Text(1550) | Tiempo: 1208 ms | TextId: So01.Do1366.V2017-06-29.Se04.T06 | No. Concepts: 2 | Doc: So01.Do1366 - 2017-06-29 | Section: Signs and symptoms 
Text(1551) | Tiempo: 34 ms | TextId: So01.Do1366.V2017-06-29.Se04.T07 | No. Concepts: 1 | Doc: So01.Do1366 - 2017-06-29 | Section: Signs and symptoms 
Text(1552) | Tiempo: 28932 ms | TextId: So01.Do1367.V2017-06-29.Se02.T01 | No. Concepts: 11 | Doc: So01.Do1367 - 2017-06-29 | Section: Diagnosis 
Text(1553) | Tiempo: 9370 ms | TextId: So01.Do1367.V2017-06-29.Se02.T02 | No. Concepts: 5 | Doc: So01.Do1367 - 2017-06-29 | Section: Diagnosis 
Text(1554) | Tiempo: 14554 ms | TextId: So01.Do1367.V2017-06-29.Se02.T03 | No. Concepts: 5 | Doc: So01.Do1367 - 2017-06-29 | Section: Diagnosis 
Text(1555) | Tiempo: 27 ms | TextId: So01.Do1367.V2017-06-29.Se02.T04 | No. Concepts: 1 | Doc: So01.Do1367 - 2017-06-29 | Section: Diagnosis 
Text(1556) | Tiempo: 21623 ms | TextId: So01.Do1367.V2017-06-29.Se04.T01 | No. Concepts: 10 | Doc: So01.Do1367 - 2017-06-29 | Section: Signs and symptoms 
Text(1557) | Tiempo: 119 ms | TextId: So01.Do1367.V2017-06-29.Se04.T02 | No. Concepts: 1 | Doc: So01.Do1367 - 2017-06-29 | Section: Signs and symptoms 
Text(1558) | Tiempo: 20680 ms | TextId: So01.Do1367.V2017-06-29.Se04.T03 | No. Concepts: 7 | Doc: So01.Do1367 - 2017-06-29 | Section: Signs and symptoms 
Text(1559) | Tiempo: 31363 ms | TextId: So01.Do1367.V2017-06-29.Se04.T04 | No. Concepts: 10 | Doc: So01.Do1367 - 2017-06-29 | Section: Signs and symptoms 
Text(1560) | Tiempo: 51084 ms | TextId: So01.Do1368.V2017-06-29.Se02.T01 | No. Concepts: 18 | Doc: So01.Do1368 - 2017-06-29 | Section: Diagnosis 
Text(1561) | Tiempo: 25663 ms | TextId: So01.Do1368.V2017-06-29.Se02.T02 | No. Concepts: 9 | Doc: So01.Do1368 - 2017-06-29 | Section: Diagnosis 
Text(1562) | Tiempo: 31977 ms | TextId: So01.Do1368.V2017-06-29.Se04.T01 | No. Concepts: 10 | Doc: So01.Do1368 - 2017-06-29 | Section: Signs and symptoms 
